id,type,book,chapter,verse,text,normalized_text
25320,verse,Luke,9,18,"जब वह एकान्त में प्रार्थना कर रहा था, और चेले उसके साथ थे, तो उस ने उन से पूछा, कि लोग मुझे क्या कहते हैं?","जब वह एकान्त में प्रार्थना कर रहा था, और चेले उसके साथ थे, तो उस ने उन से पूछा, कि लोग मुझे क्या कहते हैं?"
25321,verse,Luke,9,19,"उन्होंने उत्तर दिया, युहन्ना बपतिस्मा देनेवाला, और कोई कोई एलिय्याह, और कोई यह कि पुराने भविष्यद्वक्ताओं में से कोई जी उठा है।","उन्होंने उत्तर दिया, युहन्ना बपतिस्मा देनेवाला, और कोई कोई एलिय्याह, और कोई यह कि पुराने भविष्यद्वक्ताओं में से कोई जी उठा है।"
25322,verse,Luke,9,20,"उस ने उन से पूछा, परन्तु तुम मुझे क्या कहते हो? पतरस ने उत्तर दिया, परमेश्वर का मसीह।","उस ने उन से पूछा, परन्तु तुम मुझे क्या कहते हो? पतरस ने उत्तर दिया, परमेश्वर का मसीह।"
25323,verse,Luke,9,21,"तब उस ने उन्हें चिताकर कहा, कि यह किसी से न कहना।","तब उस ने उन्हें चिताकर कहा, कि यह किसी से न कहना।"
25324,verse,Luke,9,22,"और उस ने कहा, मनुष्य के पुत्र के लिये अवश्य है, कि वह बहुत दुख उठाए, और पुरिनए और महायाजक और शास्त्री उसे तुच्छ समझकर मार डालें, और वह तीसरे दिन जी उठे।","और उस ने कहा, मनुष्य के पुत्र के लिये अवश्य है, कि वह बहुत दुख उठाए, और पुरिनए और महायाजक और शास्त्री उसे तुच्छ समझकर मार डालें, और वह तीसरे दिन जी उठे।"
25325,verse,Luke,9,23,"उस ने सब से कहा, यदि कोई मेरे पीछे आना चाहे, तो अपने आप से इन्कार करे और प्रति दिन अपना क्रूस उठाए हुए मेरे पीछे हो ले।","उस ने सब से कहा, यदि कोई मेरे पीछे आना चाहे, तो अपने आप से इन्कार करे और प्रति दिन अपना क्रूस उठाए हुए मेरे पीछे हो ले।"
25326,verse,Luke,9,24,"क्योंकि जो कोई अपना प्राण बचाना चाहेगा वह उसे खोएगा, परन्तु जो कोई मेरे लिये अपना प्राण खोएगा वही उसे बचाएगा।","क्योंकि जो कोई अपना प्राण बचाना चाहेगा वह उसे खोएगा, परन्तु जो कोई मेरे लिये अपना प्राण खोएगा वही उसे बचाएगा।"
25327,verse,Luke,9,25,"यदि मनुष्य सारे जगत को प्राप्त करे, और अपना प्राण खो दे, या उस की हानि उठाए, तो उसे क्या लाभ होगा?","यदि मनुष्य सारे जगत को प्राप्त करे, और अपना प्राण खो दे, या उस की हानि उठाए, तो उसे क्या लाभ होगा?"
25328,verse,Luke,9,26,"जो कोई मुझ से और मेरी बातों से लजाएगा; मनुष्य का पुत्र भी जब अपनी, और अपने पिता की, और पवित्र स्वर्ग दूतों की, महिमा सहित आएगा, तो उस से लजाएगा।","जो कोई मुझ से और मेरी बातों से लजाएगा; मनुष्य का पुत्र भी जब अपनी, और अपने पिता की, और पवित्र स्वर्ग दूतों की, महिमा सहित आएगा, तो उस से लजाएगा।"
25329,verse,Luke,9,27,"मैं तुम से सच कहता हूं, कि जो यहां खड़े हैं, उन में से कोई कोई ऐसे हैं कि जब तक परमेश्वर का राज्य न देख लें, तब तक मृत्यु का स्वाद न चखेंगे।","मैं तुम से सच कहता हूं, कि जो यहां खड़े हैं, उन में से कोई कोई ऐसे हैं कि जब तक परमेश्वर का राज्य न देख लें, तब तक मृत्यु का स्वाद न चखेंगे।"
25330,verse,Luke,9,28,इन बातों के कोई आठ दिन बाद वह पतरस और यूहन्ना और याकूब को साथ लेकर प्रार्थना करने के लिये पहाड़ पर गया।,इन बातों के कोई आठ दिन बाद वह पतरस और यूहन्ना और याकूब को साथ लेकर प्रार्थना करने के लिये पहाड़ पर गया।
25331,verse,Luke,9,29,"जब वह प्रार्थना कर ही रहा था, तो उसके चेहरे का रूप बदल गया: और उसका वस्त्र श्वेत होकर चमकने लगा।","जब वह प्रार्थना कर ही रहा था, तो उसके चेहरे का रूप बदल गया: और उसका वस्त्र श्वेत होकर चमकने लगा।"
25332,verse,Luke,9,30,"और देखो, मूसा और एलिय्याह, ये दो पुरूष उसके साथ बातें कर रहे थे।","और देखो, मूसा और एलिय्याह, ये दो पुरूष उसके साथ बातें कर रहे थे।"
25333,verse,Luke,9,31,"ये महिमा सहित दिखाई दिए; और उसके मरने की चर्चा कर रहे थे, जो यरूशलेम में होनेवाला था।","ये महिमा सहित दिखाई दिए; और उसके मरने की चर्चा कर रहे थे, जो यरूशलेम में होनेवाला था।"
25334,verse,Luke,9,32,"पतरस और उसके साथी नींद से भरे थे, और जब अच्छी तरह सचेत हुए, तो उस की महिमा; और उन दो पुरूषों को, जो उसके साथ खड़े थे, देखा।","पतरस और उसके साथी नींद से भरे थे, और जब अच्छी तरह सचेत हुए, तो उस की महिमा; और उन दो पुरूषों को, जो उसके साथ खड़े थे, देखा।"
25335,verse,Luke,9,33,"जब वे उसके पास से जाने लगे, तो पतरस ने यीशु से कहा; हे स्वामी, हमारा यहां रहना भला है: सो हम तीन मण्डप बनाएं, एक तेरे लिये, एक मूसा के लिये, और एक एलिय्याह के लिये। वह जानता न था, कि क्या कह रहा है।","जब वे उसके पास से जाने लगे, तो पतरस ने यीशु से कहा; हे स्वामी, हमारा यहां रहना भला है: सो हम तीन मण्डप बनाएं, एक तेरे लिये, एक मूसा के लिये, और एक एलिय्याह के लिये। वह जानता न था, कि क्या कह रहा है।"
25336,verse,Luke,9,34,"वह यह कह ही रहा था, कि एक बादल ने आकर उन्हें छा लिया, और जब वे उस बादल से घिरने लगे, तो डर गए।","वह यह कह ही रहा था, कि एक बादल ने आकर उन्हें छा लिया, और जब वे उस बादल से घिरने लगे, तो डर गए।"
25337,verse,Luke,9,35,"और उस बादल में से यह शब्द निकला, कि यह मेरा पुत्र और मेरा चुना हुआ है, इस की सुनो।","और उस बादल में से यह शब्द निकला, कि यह मेरा पुत्र और मेरा चुना हुआ है, इस की सुनो।"
25338,verse,Luke,9,36,"यह शब्द होते ही यीशु अकेला पाया गया: और वे चुप रहे, और कुछ देखा था, उस की कोई बात उन दिनों में किसी से न कही॥","यह शब्द होते ही यीशु अकेला पाया गया: और वे चुप रहे, और कुछ देखा था, उस की कोई बात उन दिनों में किसी से न कही॥"
25339,verse,Luke,9,37,"और दूसरे दिन जब वे पहाड़ से उतरे, तो एक बड़ी भीड़ उस से आ मिली।","और दूसरे दिन जब वे पहाड़ से उतरे, तो एक बड़ी भीड़ उस से आ मिली।"
25340,verse,Luke,9,38,"और देखो, भीड़ में से एक मनुष्य ने चिल्ला कर कहा, हे गुरू, मैं तुझ से बिनती करता हूं, कि मेरे पुत्र पर कृपा दृष्टि कर; क्योंकि वह मेरा एकलौता है।","और देखो, भीड़ में से एक मनुष्य ने चिल्ला कर कहा, हे गुरू, मैं तुझ से बिनती करता हूं, कि मेरे पुत्र पर कृपा दृष्टि कर; क्योंकि वह मेरा एकलौता है।"
25341,verse,Luke,9,39,"और देख, एक दुष्टात्मा उसे पकड़ता है, और वह एकाएक चिल्ला उठता है; और वह उसे ऐसा मरोड़ता है, कि वह मुंह में फेन भर लाता है; और उसे कुचलकर कठिनाई से छोड़ता है।","और देख, एक दुष्टात्मा उसे पकड़ता है, और वह एकाएक चिल्ला उठता है; और वह उसे ऐसा मरोड़ता है, कि वह मुंह में फेन भर लाता है; और उसे कुचलकर कठिनाई से छोड़ता है।"
25342,verse,Luke,9,40,"और मै ने तेरे चेलों से बिनती की, कि उसे निकालें; परन्तु वे न निकाल सके।","और मै ने तेरे चेलों से बिनती की, कि उसे निकालें; परन्तु वे न निकाल सके।"
25343,verse,Luke,9,41,"यीशु न उत्तर दिया, हे अविश्वासी और हठीले लोगो, मैं कब तक तुम्हारे साथ रहूंगा, और तुम्हारी सहूंगा? अपने पुत्र को यहां ले आ।","यीशु न उत्तर दिया, हे अविश्वासी और हठीले लोगो, मैं कब तक तुम्हारे साथ रहूंगा, और तुम्हारी सहूंगा? अपने पुत्र को यहां ले आ।"
25344,verse,Luke,9,42,"वह आ ही रहा था कि दुष्टात्मा ने उसे पटक कर मरोड़ा, परन्तु यीशु ने अशुद्ध आत्मा को डांटा और लकड़े को अच्छा करके उसके पिता को सौंप दिया।","वह आ ही रहा था कि दुष्टात्मा ने उसे पटक कर मरोड़ा, परन्तु यीशु ने अशुद्ध आत्मा को डांटा और लकड़े को अच्छा करके उसके पिता को सौंप दिया।"
25345,verse,Luke,9,43,तब सब लोग परमेश्वर के महासामर्थ से चकित हुए॥,तब सब लोग परमेश्वर के महासामर्थ से चकित हुए॥
25346,verse,Luke,9,44,"परन्तु जब सब लोग उन सब कामों से जो वह करता था, अचम्भा कर रहे थे, तो उस ने अपने चेलों से कहा; ये बातें तुम्हारे कानों में पड़ी रहें, क्योंकि मनुष्य का पुत्र मनुष्यों के हाथ में पकड़वाया जाने को है।","परन्तु जब सब लोग उन सब कामों से जो वह करता था, अचम्भा कर रहे थे, तो उस ने अपने चेलों से कहा; ये बातें तुम्हारे कानों में पड़ी रहें, क्योंकि मनुष्य का पुत्र मनुष्यों के हाथ में पकड़वाया जाने को है।"
25347,verse,Luke,9,45,"परन्तु वे इस बात को न समझते थे, और यह उन से छिपी रही; कि वे उसे जानने न पाएं, और वे इस बात के विषय में उस से पूछने से डरते थे॥","परन्तु वे इस बात को न समझते थे, और यह उन से छिपी रही; कि वे उसे जानने न पाएं, और वे इस बात के विषय में उस से पूछने से डरते थे॥"
25348,verse,Luke,9,46,"फिर उन में यह विवाद होने लगा, कि हम में से बड़ा कौन है?","फिर उन में यह विवाद होने लगा, कि हम में से बड़ा कौन है?"
25349,verse,Luke,9,47,पर यीशु ने उन के मन का विचार जान लिया : और एक बालक को लेकर अपने पास खड़ा किया।,पर यीशु ने उन के मन का विचार जान लिया : और एक बालक को लेकर अपने पास खड़ा किया।
25350,verse,Luke,9,48,"और उन से कहा; जो कोई मेरे नाम से इस बालक को ग्रहण करता है, वह मुझे ग्रहण करता है; और जो कोई मुझे ग्रहण करता है, वह मेरे भेजने वाले को ग्रहण करता है क्योंकि जो तुम में सब से छोटे से छोटा है, वही बड़ा है।","और उन से कहा; जो कोई मेरे नाम से इस बालक को ग्रहण करता है, वह मुझे ग्रहण करता है; और जो कोई मुझे ग्रहण करता है, वह मेरे भेजने वाले को ग्रहण करता है क्योंकि जो तुम में सब से छोटे से छोटा है, वही बड़ा है।"
25351,verse,Luke,9,49,"तब युहन्ना ने कहा, हे स्वामी, हम ने एक मनुष्य को तेरे नाम से दुष्टात्माओं को निकालते देखा, और हम ने उसे मना किया, क्योंकि वह हमारे साथ होकर तेरे पीछे नहीं हो लेता।","तब युहन्ना ने कहा, हे स्वामी, हम ने एक मनुष्य को तेरे नाम से दुष्टात्माओं को निकालते देखा, और हम ने उसे मना किया, क्योंकि वह हमारे साथ होकर तेरे पीछे नहीं हो लेता।"
25352,verse,Luke,9,50,"यीशु ने उस से कहा, उसे मना मत करो; क्योंकि जो तुम्हारे विरोध में नहीं, वह तुम्हारी ओर है॥","यीशु ने उस से कहा, उसे मना मत करो; क्योंकि जो तुम्हारे विरोध में नहीं, वह तुम्हारी ओर है॥"
25353,verse,Luke,9,51,"जब उसके ऊपर उठाए जाने के दिन पूरे होने पर थे, जो उस ने यरूशलेम को जाने का विचार दृढ़ किया।","जब उसके ऊपर उठाए जाने के दिन पूरे होने पर थे, जो उस ने यरूशलेम को जाने का विचार दृढ़ किया।"
25354,verse,Luke,9,52,"और उस ने अपने आगे दूत भेजे: वे सामरियों के एक गांव में गए, कि उसके लिये जगह तैयार करें।","और उस ने अपने आगे दूत भेजे: वे सामरियों के एक गांव में गए, कि उसके लिये जगह तैयार करें।"
25355,verse,Luke,9,53,"परन्तु उन लोगों ने उसे उतरने न दिया, क्योंकि वह यरूशलेम को जा रहा था।","परन्तु उन लोगों ने उसे उतरने न दिया, क्योंकि वह यरूशलेम को जा रहा था।"
25356,verse,Luke,9,54,"यह देखकर उसके चेले याकूब और यूहन्ना ने कहा; हे प्रभु; क्या तू चाहता है, कि हम आज्ञा दें, कि आकाश से आग गिरकर उन्हें भस्म कर दे।","यह देखकर उसके चेले याकूब और यूहन्ना ने कहा; हे प्रभु; क्या तू चाहता है, कि हम आज्ञा दें, कि आकाश से आग गिरकर उन्हें भस्म कर दे।"
25357,verse,Luke,9,55,"परन्तु उस ने फिरकर उन्हें डांटा और कहा, तुम नहीं जानते कि तुम कैसी आत्मा के हो।","परन्तु उस ने फिरकर उन्हें डांटा और कहा, तुम नहीं जानते कि तुम कैसी आत्मा के हो।"
25358,verse,Luke,9,56,क्योंकि मनुष्य का पुत्र लोगों के प्राणों को नाश करने नहीं वरन बचाने के लिये आया है: और वे किसी और गांव में चले गए॥,क्योंकि मनुष्य का पुत्र लोगों के प्राणों को नाश करने नहीं वरन बचाने के लिये आया है: और वे किसी और गांव में चले गए॥
25359,verse,Luke,9,57,"जब वे मार्ग में चले जाते थे, तो किसी न उस से कहा, जहां जहां तू जाएगा, मैं तेरे पीछे हो लूंगा।","जब वे मार्ग में चले जाते थे, तो किसी न उस से कहा, जहां जहां तू जाएगा, मैं तेरे पीछे हो लूंगा।"
25360,verse,Luke,9,58,"यीशु ने उस से कहा, लोमडिय़ों के भट और आकाश के पक्षियों के बसेरे होते हैं, पर मनुष्य के पुत्र को सिर धरने की भी जगह नहीं।","यीशु ने उस से कहा, लोमडिय़ों के भट और आकाश के पक्षियों के बसेरे होते हैं, पर मनुष्य के पुत्र को सिर धरने की भी जगह नहीं।"
25361,verse,Luke,9,59,"उस ने दूसरे से कहा, मेरे पीछे हो ले; उस ने कहा; हे प्रभु, मुझे पहिले जाने दे कि अपने पिता को गाड़ दूं।","उस ने दूसरे से कहा, मेरे पीछे हो ले; उस ने कहा; हे प्रभु, मुझे पहिले जाने दे कि अपने पिता को गाड़ दूं।"
25362,verse,Luke,9,60,"उस ने उस से कहा, मरे हुओं को अपने मुरदे गाड़ने दे, पर तू जाकर परमेश्वर के राज्य की कथा सुना।","उस ने उस से कहा, मरे हुओं को अपने मुरदे गाड़ने दे, पर तू जाकर परमेश्वर के राज्य की कथा सुना।"
25363,verse,Luke,9,61,"एक और ने भी कहा; हे प्रभु, मैं तेरे पीछे हो लूंगा; पर पहिले मुझे जाने दे कि अपने घर के लोगों से विदा हो आऊं।","एक और ने भी कहा; हे प्रभु, मैं तेरे पीछे हो लूंगा; पर पहिले मुझे जाने दे कि अपने घर के लोगों से विदा हो आऊं।"
25364,verse,Luke,9,62,"यीशु ने उस से कहा; जो कोई अपना हाथ हल पर रखकर पीछे देखता है, वह परमेश्वर के राज्य के योग्य नहीं॥","यीशु ने उस से कहा; जो कोई अपना हाथ हल पर रखकर पीछे देखता है, वह परमेश्वर के राज्य के योग्य नहीं॥"
25365,verse,Luke,10,1,"और इन बातों के बाद प्रभु ने सत्तर और मनुष्य नियुक्त किए और जिस जिस नगर और जगह को वह आप जाने पर था, वहां उन्हें दो दो करके अपने आगे भेजा।","और इन बातों के बाद प्रभु ने सत्तर और मनुष्य नियुक्त किए और जिस जिस नगर और जगह को वह आप जाने पर था, वहां उन्हें दो दो करके अपने आगे भेजा।"
25366,verse,Luke,10,2,"और उस ने उन से कहा; पके खेत बहुत हैं; परन्तु मजदूर थोड़े हैं: इसलिये खेत के स्वामी से बिनती करो, कि वह अपने खेत काटने को मजदूर भेज दे।","और उस ने उन से कहा; पके खेत बहुत हैं; परन्तु मजदूर थोड़े हैं: इसलिये खेत के स्वामी से बिनती करो, कि वह अपने खेत काटने को मजदूर भेज दे।"
25367,verse,Luke,10,3,जाओ; देखों मैं तुम्हें भेड़ों की नाईं भेडियों के बीच में भेजता हूं।,जाओ; देखों मैं तुम्हें भेड़ों की नाईं भेडियों के बीच में भेजता हूं।
25368,verse,Luke,10,4,"इसलिये न बटुआ, न झोली, न जूते लो; और न मार्ग में किसी को नमस्कार करो।","इसलिये न बटुआ, न झोली, न जूते लो; और न मार्ग में किसी को नमस्कार करो।"
25369,verse,Luke,10,5,"जिस किसी घर में जाओ, पहिले कहो, कि इस घर पर कल्याण हो।","जिस किसी घर में जाओ, पहिले कहो, कि इस घर पर कल्याण हो।"
25370,verse,Luke,10,6,"यदि वहां कोई कल्याण के योग्य होगा; तो तुम्हारा कल्याण उस पर ठहरेगा, नहीं तो तुम्हारे पास लौट आएगा।","यदि वहां कोई कल्याण के योग्य होगा; तो तुम्हारा कल्याण उस पर ठहरेगा, नहीं तो तुम्हारे पास लौट आएगा।"
25371,verse,Luke,10,7,"उसी घर में रहो, और जो कुछ उन से मिले, वही खाओ पीओ, क्योंकि मजदूर को अपनी मजदूरी मिलनी चाहिए: घर घर न फिरना।","उसी घर में रहो, और जो कुछ उन से मिले, वही खाओ पीओ, क्योंकि मजदूर को अपनी मजदूरी मिलनी चाहिए: घर घर न फिरना।"
25372,verse,Luke,10,8,"और जिस नगर में जाओ, और वहां के लोग तुम्हें उतारें, तो जो कुछ तुम्हारे साम्हने रखा जाए वही खाओ।","और जिस नगर में जाओ, और वहां के लोग तुम्हें उतारें, तो जो कुछ तुम्हारे साम्हने रखा जाए वही खाओ।"
25373,verse,Luke,10,9,"वहां के बीमारों को चंगा करो: और उन से कहो, कि परमेश्वर का राज्य तुम्हारे निकट आ पहुंचा है।","वहां के बीमारों को चंगा करो: और उन से कहो, कि परमेश्वर का राज्य तुम्हारे निकट आ पहुंचा है।"
25374,verse,Luke,10,10,"परन्तु जिस नगर में जाओ, और वहां के लोग तुम्हें ग्रहण न करें, तो उसके बाजारों में जाकर कहो।","परन्तु जिस नगर में जाओ, और वहां के लोग तुम्हें ग्रहण न करें, तो उसके बाजारों में जाकर कहो।"
25375,verse,Luke,10,11,"कि तुम्हारे नगर की धूल भी, जो हमारे पांवों में लगी है, हम तुम्हारे साम्हने झाड़ देते हैं, तौभी यह जान लो, कि परमेश्वर का राज्य तुम्हारे निकट आ पहुंचा है।","कि तुम्हारे नगर की धूल भी, जो हमारे पांवों में लगी है, हम तुम्हारे साम्हने झाड़ देते हैं, तौभी यह जान लो, कि परमेश्वर का राज्य तुम्हारे निकट आ पहुंचा है।"
25376,verse,Luke,10,12,"मैं तुम से कहता हूं, कि उस दिन उस नगर की दशा से सदोम की दशा सहने योग्य होगी।","मैं तुम से कहता हूं, कि उस दिन उस नगर की दशा से सदोम की दशा सहने योग्य होगी।"
25377,verse,Luke,10,13,"हाय खुराजीन ! हाय बैतसैदा ! जो सामर्थ के काम तुम में किए गए, यदि वे सूर और सैदा में किए जाते, तो टाट ओढ़कर और राख में बैठकर वे कब के मन फिराते।","हाय खुराजीन ! हाय बैतसैदा ! जो सामर्थ के काम तुम में किए गए, यदि वे सूर और सैदा में किए जाते, तो टाट ओढ़कर और राख में बैठकर वे कब के मन फिराते।"
25378,verse,Luke,10,14,परन्तु न्याय के दिन तुम्हरी दशा से सूर और सैदा की दशा सहने योग्य होगी।,परन्तु न्याय के दिन तुम्हरी दशा से सूर और सैदा की दशा सहने योग्य होगी।
25379,verse,Luke,10,15,"और हे कफरनहूम, क्या तू स्वर्ग तक ऊंचा किया जाएगा? तू तो अधोलोक तक नीचे जाएगा।","और हे कफरनहूम, क्या तू स्वर्ग तक ऊंचा किया जाएगा? तू तो अधोलोक तक नीचे जाएगा।"
25380,verse,Luke,10,16,"जो तुम्हारी सुनता है, वह मेरी सुनता है, और जो तुम्हें तुच्छ जानता है, वह मुझे तुच्छ जानता है; और जो मुझे तुच्छ जानता है, वह मेरे भेजनेवाले को तुच्छ जानता है।","जो तुम्हारी सुनता है, वह मेरी सुनता है, और जो तुम्हें तुच्छ जानता है, वह मुझे तुच्छ जानता है; और जो मुझे तुच्छ जानता है, वह मेरे भेजनेवाले को तुच्छ जानता है।"
25381,verse,Luke,10,17,"वे सत्तर आनन्द से फिर आकर कहने लगे, हे प्रभु, तेरे नाम से दुष्टात्मा भी हमारे वश में हैं।","वे सत्तर आनन्द से फिर आकर कहने लगे, हे प्रभु, तेरे नाम से दुष्टात्मा भी हमारे वश में हैं।"
25382,verse,Luke,10,18,उस ने उन से कहा; मैं शैतान को बिजली की नाईं स्वर्ग से गिरा हुआ देख रहा था।,उस ने उन से कहा; मैं शैतान को बिजली की नाईं स्वर्ग से गिरा हुआ देख रहा था।
25383,verse,Luke,10,19,"देखो, मैने तुम्हे सांपों और बिच्छुओं को रौंदने का, और शत्रु की सारी सामर्थ पर अधिकार दिया है; और किसी वस्तु से तुम्हें कुछ हानि न होगी।","देखो, मैने तुम्हे सांपों और बिच्छुओं को रौंदने का, और शत्रु की सारी सामर्थ पर अधिकार दिया है; और किसी वस्तु से तुम्हें कुछ हानि न होगी।"
25384,verse,Luke,10,20,"तौभी इस से आनन्दित मत हो, कि आत्मा तुम्हारे वश में हैं, परन्तु इस से आनन्दित हो कि तुम्हारे नाम स्वर्ग पर लिखे हैं॥","तौभी इस से आनन्दित मत हो, कि आत्मा तुम्हारे वश में हैं, परन्तु इस से आनन्दित हो कि तुम्हारे नाम स्वर्ग पर लिखे हैं॥"
25385,verse,Luke,10,21,"उसी घड़ी वह पवित्र आत्मा में होकर आनन्द से भर गया, और कहा; हे पिता, स्वर्ग और पृथ्वी के प्रभु, मैं तेरा धन्यवाद करता हूं, कि तू ने इन बातों को ज्ञानियों और समझदारों से छिपा रखा, और बालकों पर प्रगट किया: हां, हे पिता, क्योंकि तुझे यही अच्छा लगा।","उसी घड़ी वह पवित्र आत्मा में होकर आनन्द से भर गया, और कहा; हे पिता, स्वर्ग और पृथ्वी के प्रभु, मैं तेरा धन्यवाद करता हूं, कि तू ने इन बातों को ज्ञानियों और समझदारों से छिपा रखा, और बालकों पर प्रगट किया: हां, हे पिता, क्योंकि तुझे यही अच्छा लगा।"
25386,verse,Luke,10,22,"मेरे पिता ने मुझे सब कुछ सौंप दिया है और कोई नहीं जानता कि पुत्र कौन है केवल पिता और पिता कौन है यह भी कोई नहीं जानता, केवल पुत्र के और वह जिस पर पुत्र उसे प्रकट करना चाहे।","मेरे पिता ने मुझे सब कुछ सौंप दिया है और कोई नहीं जानता कि पुत्र कौन है केवल पिता और पिता कौन है यह भी कोई नहीं जानता, केवल पुत्र के और वह जिस पर पुत्र उसे प्रकट करना चाहे।"
25387,verse,Luke,10,23,"और चेलों की ओर फिरकर निराले में कहा, धन्य हैं वे आंखे, जो ये बातें जो तुम देखते हो देखती हैं।","और चेलों की ओर फिरकर निराले में कहा, धन्य हैं वे आंखे, जो ये बातें जो तुम देखते हो देखती हैं।"
25388,verse,Luke,10,24,"क्योंकि मैं तुम से कहता हूं, कि बहुत से भविष्यद्वक्ताओं और राजाओं ने चाहा, कि जो बातें तुम देखते हो देखें; पर न देखीं और जो बातें तुम सुनते हो सुनें, पर न सुनीं॥","क्योंकि मैं तुम से कहता हूं, कि बहुत से भविष्यद्वक्ताओं और राजाओं ने चाहा, कि जो बातें तुम देखते हो देखें; पर न देखीं और जो बातें तुम सुनते हो सुनें, पर न सुनीं॥"
25389,verse,Luke,10,25,"और देखो, एक व्यवस्थापक उठा; और यह कहकर, उस की परीक्षा करने लगा; कि हे गुरू, अनन्त जीवन का वारिस होने के लिये मैं क्या करूं?","और देखो, एक व्यवस्थापक उठा; और यह कहकर, उस की परीक्षा करने लगा; कि हे गुरू, अनन्त जीवन का वारिस होने के लिये मैं क्या करूं?"
25390,verse,Luke,10,26,उस ने उस से कहा; कि व्यवस्था में क्या लिखा है तू कैसे पढ़ता है?,उस ने उस से कहा; कि व्यवस्था में क्या लिखा है तू कैसे पढ़ता है?
25391,verse,Luke,10,27,"उस ने उत्तर दिया, कि तू प्रभु अपने परमेश्वर से अपने सारे मन और अपने सारे प्राण और अपनी सारी शक्ति और अपनी सारी बुद्धि के साथ प्रेम रख; और अपने पड़ोसी से अपने समान प्रेम रख।","उस ने उत्तर दिया, कि तू प्रभु अपने परमेश्वर से अपने सारे मन और अपने सारे प्राण और अपनी सारी शक्ति और अपनी सारी बुद्धि के साथ प्रेम रख; और अपने पड़ोसी से अपने समान प्रेम रख।"
25392,verse,Luke,10,28,"उस ने उस से कहा, तू ने ठीक उत्तर दिया है, यही कर: तो तू जीवित रहेगा।","उस ने उस से कहा, तू ने ठीक उत्तर दिया है, यही कर: तो तू जीवित रहेगा।"
25393,verse,Luke,10,29,"परन्तु उस ने अपनी तईं धर्मी ठहराने की इच्छा से यीशु से पूछा, तो मेरा पड़ोसी कौन है?","परन्तु उस ने अपनी तईं धर्मी ठहराने की इच्छा से यीशु से पूछा, तो मेरा पड़ोसी कौन है?"
25394,verse,Luke,10,30,"यीशु ने उत्तर दिया; कि एक मनुष्य यरूशलेम से यरीहो को जा रहा था, कि डाकुओं ने घेरकर उसके कपड़े उतार लिए, और मार पीट कर उसे अधमूआ छोड़कर चले गए।","यीशु ने उत्तर दिया; कि एक मनुष्य यरूशलेम से यरीहो को जा रहा था, कि डाकुओं ने घेरकर उसके कपड़े उतार लिए, और मार पीट कर उसे अधमूआ छोड़कर चले गए।"
25395,verse,Luke,10,31,और ऐसा हुआ; कि उसी मार्ग से एक याजक जा रहा था: परन्तु उसे देख के कतरा कर चला गया।,और ऐसा हुआ; कि उसी मार्ग से एक याजक जा रहा था: परन्तु उसे देख के कतरा कर चला गया।
25396,verse,Luke,10,32,"इसी रीति से एक लेवी उस जगह पर आया, वह भी उसे देख के कतरा कर चला गया।","इसी रीति से एक लेवी उस जगह पर आया, वह भी उसे देख के कतरा कर चला गया।"
25397,verse,Luke,10,33,"परन्तु एक सामरी यात्री वहां आ निकला, और उसे देखकर तरस खाया।","परन्तु एक सामरी यात्री वहां आ निकला, और उसे देखकर तरस खाया।"
25398,verse,Luke,10,34,"और उसके पास आकर और उसके घावों पर तेल और दाखरस डालकर पट्टियां बान्धी, और अपनी सवारी पर चढ़ाकर सराय में ले गया, और उस की सेवा टहल की।","और उसके पास आकर और उसके घावों पर तेल और दाखरस डालकर पट्टियां बान्धी, और अपनी सवारी पर चढ़ाकर सराय में ले गया, और उस की सेवा टहल की।"
